transaction_id,from_id,to_id,amount,timestamp,transaction_type,sender_country,receiver_country,description,suspicious_flag
T000226,E0756,E0185,234.43,2024-12-18 23:18:47,Cash Deposit,Martinique,Reunion,Cash Deposit #226,False
T000227,E0392,E0950,797.97,2024-07-22 19:13:00,Payment,Zambia,Chad,Stay particular conference general exactly painting.,False
T000228,E0913,E0044,124.3,2024-09-25 12:01:58,Cash Deposit,China,Seychelles,Cash Deposit #228,False
T000229,E0866,E0593,730.93,2024-10-08 01:54:21,Payment,Saudi Arabia,Latvia,Surface establish have discussion with culture.,False
T000230,E0513,E0638,87.91,2024-10-03 20:50:36,Payment,Botswana,Bermuda,Take morning today.,False
T000231,E0666,E0450,133.3,2024-10-02 04:31:38,Cash Deposit,Cocos (Keeling) Islands,Costa Rica,Cash Deposit #231,False
T000232,E0245,E0900,535.94,2024-11-06 23:38:45,Wire Transfer,Cocos (Keeling) Islands,Botswana,Wire Transfer #232,False
T000233,E0636,E0735,56.29,2024-03-02 09:24:18,Wire Transfer,Malaysia,United States Minor Outlying Islands,Wire Transfer #233,False
T000234,E0005,E0342,860.13,2024-01-31 08:50:25,Wire Transfer,Mozambique,Monaco,Wire Transfer #234,False
T000235,E0049,E0102,868.74,2024-10-29 01:09:27,Wire Transfer,Singapore,Senegal,Wire Transfer #235,False
T000236,E0877,E0559,1630.64,2024-05-12 04:37:49,Wire Transfer,Slovenia,Kuwait,Wire Transfer #236,False
T000237,E0288,E0115,17364.69,2024-10-30 07:33:03,Wire Transfer,Slovenia,Vietnam,Wire Transfer #237,False
T000238,E0037,E0066,402.15,2024-09-19 23:35:23,Cash Deposit,Yemen,Belarus,Cash Deposit #238,False
T000239,E0069,E0153,1544.04,2024-06-28 06:58:56,Wire Transfer,Barbados,Central African Republic,Wire Transfer #239,False
T000240,E0383,E0169,656.45,2024-09-23 00:21:19,Payment,Germany,Aruba,Community soon sit network.,False
T000241,E0150,E0211,12179.87,2024-03-23 08:30:25,Wire Transfer,Central African Republic,Switzerland,Wire Transfer #241,False
T000242,E0245,E0761,242.31,2024-12-06 03:38:32,Payment,Cocos (Keeling) Islands,Japan,Onto fast daughter.,False
T000243,E0689,E0538,829.29,2024-10-15 21:37:11,Wire Transfer,United States Virgin Islands,Turkmenistan,Wire Transfer #243,False
T000244,E0251,E0400,2443.92,2024-10-12 03:49:20,Cash Deposit,Mayotte,Tunisia,Cash Deposit #244,False
T000245,E0715,E0316,538.9,2024-02-26 17:52:33,Cash Deposit,Guam,Jersey,Cash Deposit #245,False
T000246,E0927,E0094,883.25,2024-07-02 16:35:49,Wire Transfer,Cape Verde,Mongolia,Wire Transfer #246,False
T000247,E0352,E0895,241.19,2024-03-07 17:05:31,Wire Transfer,Tunisia,San Marino,Wire Transfer #247,False
T000248,E0125,E0283,483.82,2024-07-23 19:59:47,Payment,Montenegro,Gambia,Phone care term meet voice cover.,False
T000249,E0222,E0832,2176.98,2024-03-09 02:27:04,Cash Deposit,Northern Mariana Islands,Guatemala,Cash Deposit #249,False
T000250,E0932,E0815,445.55,2024-08-08 01:47:53,Cash Deposit,Falkland Islands (Malvinas),Cayman Islands,Cash Deposit #250,False
T000251,E0672,E0125,720.94,2024-08-31 04:20:58,Wire Transfer,Denmark,Montenegro,Wire Transfer #251,False
T000252,E0754,E0307,19.3,2024-07-27 21:07:22,Payment,Iraq,Solomon Islands,Factor body stock say effect.,False
T000253,E0603,E0193,221.39,2024-01-06 04:21:38,Payment,Latvia,New Caledonia,Less three human sign article challenge.,False
T000254,E0507,E0485,668.63,2024-05-16 08:47:19,Cash Deposit,Qatar,Bahamas,Cash Deposit #254,False
T000255,E0339,E0450,1100.53,2024-08-30 04:17:21,Payment,Ecuador,Costa Rica,She research total despite.,False
T000256,E0109,E0067,626.87,2024-11-12 21:14:54,Cash Deposit,Latvia,Mexico,Cash Deposit #256,False
T000257,E0105,E0725,249.41,2024-03-05 20:19:45,Cash Deposit,Norfolk Island,Cuba,Cash Deposit #257,False
T000258,E0951,E0133,2487.16,2024-10-27 13:08:55,Wire Transfer,Botswana,Bhutan,Wire Transfer #258,False
T000259,E0561,E0959,3806.15,2024-05-15 10:02:49,Cash Deposit,Paraguay,Tokelau,Cash Deposit #259,False
T000260,E0522,E0299,204.57,2024-03-20 14:35:36,Wire Transfer,Greece,Senegal,Wire Transfer #260,False
T000261,E0347,E0779,4289.92,2024-09-01 22:13:03,Cash Deposit,United States Minor Outlying Islands,Somalia,Cash Deposit #261,False
T000262,E0535,E0340,165.23,2024-09-12 13:50:40,Payment,Gabon,Ecuador,Walk value buy.,False
T000263,E0812,E0479,1495.04,2024-07-01 07:14:32,Payment,Jersey,Marshall Islands,From sound seem remain ten agency.,False
T000264,E0564,E0610,1448.02,2024-06-01 18:44:21,Cash Deposit,Niue,Chad,Cash Deposit #264,False
T000265,E0927,E0272,222.93,2024-09-01 02:40:10,Wire Transfer,Cape Verde,Pitcairn Islands,Wire Transfer #265,False
T000266,E0439,E0096,46.03,2024-06-03 15:55:35,Wire Transfer,Cuba,Tunisia,Wire Transfer #266,False
T000267,E0670,E0214,23.38,2024-08-23 00:49:08,Payment,Comoros,Saudi Arabia,Life sell television charge.,False
T000268,E0456,E0830,1100.07,2024-09-21 11:26:20,Payment,Malta,Czech Republic,Little when material program remember maybe.,False
T000269,E0899,E0954,70.76,2024-12-04 19:10:12,Wire Transfer,Saudi Arabia,Switzerland,Wire Transfer #269,False
T000270,E0279,E0794,1233.08,2024-12-11 00:16:51,Wire Transfer,Cameroon,Trinidad and Tobago,Wire Transfer #270,False
T000271,E0349,E0268,381.57,2024-02-08 12:33:53,Wire Transfer,Micronesia,Andorra,Wire Transfer #271,False
T000272,E0938,E0796,693.06,2024-08-12 00:09:20,Wire Transfer,Bulgaria,French Polynesia,Wire Transfer #272,False
T000273,E0292,E0342,263.2,2024-05-05 11:51:02,Wire Transfer,Belarus,Monaco,Wire Transfer #273,False
T000274,E0075,E0465,297.83,2024-05-12 19:26:43,Payment,Mozambique,Jamaica,Ahead first recognize chance particularly.,False
T000275,E0281,E0457,180.57,2024-03-28 07:00:51,Wire Transfer,Latvia,Comoros,Wire Transfer #275,False
T000276,E0610,E0308,592.7,2024-06-11 06:42:38,Wire Transfer,Chad,Jordan,Wire Transfer #276,False
T000277,E0541,E0390,45.68,2024-08-17 13:20:54,Cash Deposit,Togo,Afghanistan,Cash Deposit #277,False
T000278,E0997,E0952,529.78,2024-06-10 09:27:13,Cash Deposit,Cameroon,Denmark,Cash Deposit #278,False
T000279,E0040,E0429,2539.34,2024-02-20 12:57:28,Wire Transfer,Mauritius,Egypt,Wire Transfer #279,False
T000280,E0076,E0369,449.76,2024-08-02 02:55:26,Wire Transfer,Somalia,Central African Republic,Wire Transfer #280,False
T000281,E0224,E0128,19.08,2024-09-15 09:39:43,Wire Transfer,Thailand,Taiwan,Wire Transfer #281,False
T000282,E0150,E0060,1684.44,2024-01-30 08:46:33,Payment,Central African Republic,Korea,Project specific goal plan look he.,False
T000283,E0402,E0301,45.42,2024-08-07 19:55:13,Cash Deposit,Eritrea,Hong Kong,Cash Deposit #283,False
T000284,E0760,E0325,420.68,2024-04-12 02:39:30,Cash Deposit,Macao,Korea,Cash Deposit #284,False
T000285,E0271,E0573,1257.44,2024-12-07 12:19:12,Wire Transfer,Cuba,Mauritius,Wire Transfer #285,False
T000286,E0059,E0071,156.36,2024-11-15 03:44:14,Wire Transfer,Saint Martin,Fiji,Wire Transfer #286,False
T000287,E0151,E0847,92.42,2024-08-18 07:21:55,Wire Transfer,Puerto Rico,Ecuador,Wire Transfer #287,False
T000288,E0477,E0865,3048.88,2024-08-15 07:15:38,Payment,Nauru,Angola,Final walk shoulder.,False
T000289,E0874,E0446,82.05,2024-06-11 00:05:35,Wire Transfer,Cameroon,Macao,Wire Transfer #289,False
T000290,E0693,E0968,54.99,2024-03-31 23:36:52,Cash Deposit,Thailand,Congo,Cash Deposit #290,False
T000291,E0783,E0433,15.91,2024-02-08 03:48:17,Wire Transfer,Argentina,Nigeria,Wire Transfer #291,False
T000292,E0175,E0280,373.42,2024-11-02 17:20:03,Wire Transfer,Ghana,Lebanon,Wire Transfer #292,False
T000293,E0856,E0060,265.01,2024-10-22 22:46:09,Cash Deposit,Australia,Korea,Cash Deposit #293,False
T000294,E0099,E0084,8368.07,2024-01-31 00:43:35,Payment,Djibouti,Uruguay,Time institution arm into bank include.,False
T000295,E0717,E0457,8990.31,2024-05-18 23:59:29,Payment,Tajikistan,Comoros,Message top board produce.,False
T000296,E0543,E0008,432.03,2024-09-10 19:29:22,Payment,Poland,Honduras,Build once executive service risk can.,False
T000297,E0142,E0752,1287.75,2024-04-10 06:10:03,Cash Deposit,Denmark,Puerto Rico,Cash Deposit #297,False
T000298,E0314,E0692,1031.51,2024-05-21 06:20:41,Wire Transfer,Senegal,Comoros,Wire Transfer #298,False
T000299,E0328,E0997,178.99,2024-01-16 02:18:54,Payment,Hong Kong,Cameroon,Phone appear push may believe.,False
T000300,E0699,E0509,3317.24,2024-08-21 13:56:39,Cash Deposit,Canada,Israel,Cash Deposit #300,False
T000301,E0669,E0076,1130.04,2024-11-09 11:53:32,Wire Transfer,Myanmar,Somalia,Wire Transfer #301,False
T000302,E0053,E0039,935.57,2024-03-01 17:40:29,Wire Transfer,Jersey,Mexico,Wire Transfer #302,False
T000303,E0034,E0598,267.85,2024-03-13 00:25:05,Cash Deposit,Canada,Madagascar,Cash Deposit #303,False
T000304,E0550,E0387,415.55,2024-02-18 11:38:03,Payment,Czech Republic,Monaco,Require fall option marriage.,False
T000305,E0710,E0900,464.64,2024-11-24 12:57:46,Payment,Guinea-Bissau,Botswana,Order base international that.,False
T000306,E0733,E0540,32.79,2024-07-01 03:39:56,Cash Deposit,Christmas Island,Sao Tome and Principe,Cash Deposit #306,False
T000307,E0238,E0167,126.17,2024-05-18 03:22:37,Payment,Andorra,Myanmar,Bag heavy system goal.,False
T000308,E0279,E0437,1377.26,2024-03-15 06:37:40,Wire Transfer,Cameroon,Ghana,Wire Transfer #308,False
T000309,E0866,E0669,81.04,2024-03-30 18:44:39,Payment,Saudi Arabia,Myanmar,Human someone reality.,False
T000310,E0976,E0795,441.5,2024-01-01 22:55:22,Wire Transfer,Romania,Ghana,Wire Transfer #310,False
T000311,E0425,E0490,23.88,2024-11-18 22:45:26,Cash Deposit,Mongolia,Croatia,Cash Deposit #311,False
T000312,E0198,E0907,169.51,2024-05-11 12:19:20,Cash Deposit,Israel,Norfolk Island,Cash Deposit #312,False
T000313,E0784,E0301,68.67,2024-07-30 08:59:57,Wire Transfer,Saudi Arabia,Hong Kong,Wire Transfer #313,False
T000314,E0534,E0694,564.79,2024-09-14 15:38:06,Wire Transfer,Guernsey,Lao People's Democratic Republic,Wire Transfer #314,False
T000315,E0471,E0368,183.94,2024-11-20 13:00:58,Wire Transfer,Pakistan,Angola,Wire Transfer #315,False
T000316,E0486,E0539,78.65,2024-06-24 11:03:11,Payment,Peru,Serbia,Operation around Mr figure occur can.,False
T000317,E0408,E0837,80.39,2024-11-27 08:39:17,Wire Transfer,Nicaragua,Ukraine,Wire Transfer #317,False
T000318,E0706,E0618,8876.96,2024-05-17 00:36:12,Cash Deposit,Trinidad and Tobago,Saint Pierre and Miquelon,Cash Deposit #318,False
T000319,E0036,E0871,34.64,2024-07-14 01:20:20,Cash Deposit,Saudi Arabia,Israel,Cash Deposit #319,False
T000320,E0376,E0187,37.47,2024-11-21 23:14:16,Wire Transfer,Denmark,Wallis and Futuna,Wire Transfer #320,False
T000321,E0850,E0497,73.35,2024-05-08 00:45:52,Wire Transfer,Ethiopia,Saint Martin,Wire Transfer #321,False
T000322,E0759,E0206,286.99,2024-08-25 13:42:20,Wire Transfer,Greece,Philippines,Wire Transfer #322,False
T000323,E0620,E0162,382.56,2024-07-25 15:54:26,Payment,Poland,Suriname,Information catch already specific since.,False
T000324,E0611,E0017,292.59,2024-09-24 22:57:36,Payment,Bermuda,Slovakia (Slovak Republic),Official lawyer professional.,False
T000325,E0596,E0822,381.78,2024-04-12 10:48:29,Payment,Yemen,Cayman Islands,Once financial discussion.,False
T000326,E0189,E0566,733.8,2024-11-15 23:31:28,Cash Deposit,Ethiopia,Dominican Republic,Cash Deposit #326,False
T000327,E0207,E0457,1279.63,2024-05-22 20:14:33,Cash Deposit,Northern Mariana Islands,Comoros,Cash Deposit #327,False
T000328,E0955,E0927,879.97,2024-04-03 04:42:37,Payment,South Georgia and the South Sandwich Islands,Cape Verde,Window cultural wrong cost.,False
T000329,E0016,E0921,2317.0,2024-10-09 18:47:31,Payment,Benin,Northern Mariana Islands,Bill level arrive.,False
T000330,E0831,E0835,50913.65,2024-07-08 10:06:23,Wire Transfer,French Polynesia,Oman,Wire Transfer #330,False
T000331,E0609,E0191,76.16,2024-05-18 15:23:00,Cash Deposit,Costa Rica,Fiji,Cash Deposit #331,False
T000332,E0494,E0038,553.35,2024-11-12 20:45:35,Wire Transfer,Zimbabwe,Philippines,Wire Transfer #332,False
T000333,E0159,E0594,841.61,2024-04-16 19:50:57,Wire Transfer,Burundi,United States Minor Outlying Islands,Wire Transfer #333,False
T000334,E0976,E0666,299.21,2024-04-07 17:11:51,Payment,Romania,Cocos (Keeling) Islands,Hold reflect south eight.,False
T000335,E0966,E0847,1461.34,2024-10-13 16:05:55,Wire Transfer,Kyrgyz Republic,Ecuador,Wire Transfer #335,False
T000336,E0959,E0911,10.0,2024-12-15 15:26:58,Cash Deposit,Tokelau,Lesotho,Cash Deposit #336,False
T000337,E0320,E0538,474.56,2024-04-11 23:54:05,Payment,Lao People's Democratic Republic,Turkmenistan,Hold law simply myself middle.,False
T000338,E0699,E0114,1101.65,2024-10-06 02:36:52,Payment,Canada,United States of America,Full truth expert employee go.,False
T000339,E0506,E0042,784.45,2024-08-13 08:07:48,Wire Transfer,Burundi,Saudi Arabia,Wire Transfer #339,False
T000340,E0180,E0097,1784.85,2024-08-13 02:54:59,Wire Transfer,Cambodia,Taiwan,Wire Transfer #340,False
T000341,E0856,E0331,584.91,2024-11-26 16:21:09,Wire Transfer,Australia,Montserrat,Wire Transfer #341,False
T000342,E0302,E0814,718.5,2024-10-28 14:03:59,Wire Transfer,Guam,Japan,Wire Transfer #342,False
T000343,E0296,E0199,3727.61,2024-05-17 10:52:27,Payment,Haiti,Marshall Islands,Close write beat college.,False
T000344,E0822,E0049,528.15,2024-03-30 18:43:55,Cash Deposit,Cayman Islands,Singapore,Cash Deposit #344,False
T000345,E0579,E0494,147.53,2024-02-13 09:37:40,Payment,Uzbekistan,Zimbabwe,Push sea mouth include.,False
T000346,E0431,E0196,21.99,2024-05-03 11:43:17,Payment,Puerto Rico,Israel,Music class authority.,False
T000347,E0592,E0011,751.91,2024-05-23 10:38:21,Payment,Guatemala,Moldova,Ok off under year.,False
T000348,E0856,E0512,399.66,2024-09-07 19:21:24,Wire Transfer,Australia,Latvia,Wire Transfer #348,False
T000349,E0777,E0281,75.83,2024-03-09 06:05:38,Wire Transfer,Madagascar,Latvia,Wire Transfer #349,False
T000350,E0542,E0547,339.97,2024-06-22 04:46:22,Wire Transfer,Azerbaijan,Sri Lanka,Wire Transfer #350,False
T000351,E0293,E0017,86.24,2024-01-19 18:33:28,Payment,Tanzania,Slovakia (Slovak Republic),Many bill section force it.,False
T000352,E0504,E0062,16.89,2024-03-04 06:34:41,Cash Deposit,Swaziland,Iran,Cash Deposit #352,False
T000353,E0956,E0149,1200.99,2024-03-08 01:08:02,Cash Deposit,Mozambique,Cambodia,Cash Deposit #353,False
T000354,E0725,E0930,1410.67,2024-11-10 20:50:52,Payment,Cuba,Estonia,Of sea about continue.,False
T000355,E0873,E0297,615.52,2024-06-20 21:22:41,Wire Transfer,Western Sahara,Niue,Wire Transfer #355,False
T000356,E0510,E0259,256.41,2024-01-16 15:00:25,Payment,Seychelles,Sierra Leone,Act begin question.,False
T000357,E0524,E0535,822.91,2024-06-28 00:12:36,Wire Transfer,Nicaragua,Gabon,Wire Transfer #357,False
T000358,E0063,E0262,298.37,2024-07-27 18:36:48,Cash Deposit,Isle of Man,Netherlands Antilles,Cash Deposit #358,False
T000359,E0936,E0086,117.87,2024-08-06 04:34:05,Wire Transfer,Belgium,Panama,Wire Transfer #359,False
T000360,E0548,E0481,112.39,2024-12-15 07:38:31,Cash Deposit,Bahrain,Greece,Cash Deposit #360,False
T000361,E0292,E0781,2959.56,2024-10-11 17:12:27,Wire Transfer,Belarus,Lao People's Democratic Republic,Wire Transfer #361,False
T000362,E0009,E0927,665.8,2024-10-31 00:01:15,Cash Deposit,Cook Islands,Cape Verde,Cash Deposit #362,False
T000363,E0948,E0790,922.29,2024-06-03 12:45:26,Payment,Portugal,Iran,Field make financial.,False
T000364,E0287,E0840,81.87,2024-10-05 08:05:09,Payment,Martinique,Nigeria,Such discussion tough soon.,False
T000365,E0208,E0567,12988.45,2024-10-11 01:24:22,Wire Transfer,Belize,Paraguay,Wire Transfer #365,False
T000366,E0035,E0812,93.09,2024-03-03 10:46:13,Cash Deposit,Mongolia,Jersey,Cash Deposit #366,False
T000367,E0796,E0704,1444.16,2024-03-21 23:03:41,Payment,French Polynesia,Central African Republic,Produce check share check.,False
T000368,E0644,E0510,396.53,2024-12-14 14:44:49,Payment,Slovakia (Slovak Republic),Seychelles,Difficult success age note town western.,False
T000369,E0902,E0332,5969.01,2024-10-06 10:56:27,Cash Deposit,Togo,Norfolk Island,Cash Deposit #369,False
T000370,E0675,E0218,708.18,2024-12-01 04:58:50,Cash Deposit,France,Micronesia,Cash Deposit #370,False
T000371,E0598,E0750,1018.49,2024-03-16 08:39:41,Cash Deposit,Madagascar,Taiwan,Cash Deposit #371,False
T000372,E0439,E0578,47.48,2024-09-24 14:36:43,Payment,Cuba,Saint Pierre and Miquelon,Through goal hospital energy.,False
T000373,E0516,E0127,22.98,2024-06-22 11:44:31,Wire Transfer,Senegal,Cook Islands,Wire Transfer #373,False
T000374,E0296,E0027,841.43,2024-09-21 03:57:15,Payment,Haiti,Estonia,Letter raise sometimes but.,False
T000375,E0025,E0272,99.31,2024-07-08 18:17:59,Payment,Togo,Pitcairn Islands,House political responsibility fear crime.,False
T000376,E0466,E0141,16037.19,2024-11-11 04:31:41,Payment,Romania,Austria,Billion listen exist.,False
T000377,E0231,E0194,791.69,2024-10-29 07:39:28,Payment,Belize,Belize,Father this pattern.,False
T000378,E0713,E0192,306.1,2024-05-23 05:13:45,Payment,Mali,Cambodia,Want sell top and now.,False
T000379,E0779,E0973,117.79,2024-12-26 03:21:46,Cash Deposit,Somalia,Comoros,Cash Deposit #379,False
T000380,E0973,E0286,229.74,2024-06-24 00:47:59,Payment,Comoros,Bouvet Island (Bouvetoya),Spring huge you white.,False
T000381,E0696,E0562,47.7,2024-06-23 08:27:50,Wire Transfer,Palau,French Guiana,Wire Transfer #381,False
T000382,E0642,E0431,21.17,2024-10-11 18:00:54,Cash Deposit,Seychelles,Puerto Rico,Cash Deposit #382,False
T000383,E0105,E0295,107.86,2024-07-08 21:32:56,Cash Deposit,Norfolk Island,Dominica,Cash Deposit #383,False
T000384,E0381,E0214,817.91,2024-02-03 01:49:53,Cash Deposit,Serbia,Saudi Arabia,Cash Deposit #384,False
T000385,E0287,E0280,925.62,2024-08-15 12:51:16,Cash Deposit,Martinique,Lebanon,Cash Deposit #385,False
T000386,E0757,E0820,109.5,2024-02-20 16:11:32,Wire Transfer,Cameroon,Chile,Wire Transfer #386,False
T000387,E0665,E0956,59.82,2024-01-24 09:43:47,Cash Deposit,Sao Tome and Principe,Mozambique,Cash Deposit #387,False
T000388,E0366,E0501,784.55,2024-01-30 17:32:51,Cash Deposit,El Salvador,Latvia,Cash Deposit #388,False
T000389,E0152,E0623,42.19,2024-01-24 10:42:58,Cash Deposit,Barbados,French Southern Territories,Cash Deposit #389,False
T000390,E0874,E0664,308.06,2024-04-14 10:49:22,Payment,Cameroon,Armenia,Fight amount actually happy race event.,False
T000391,E0211,E0561,943.91,2024-04-26 04:14:04,Wire Transfer,Switzerland,Paraguay,Wire Transfer #391,False
T000392,E0407,E0068,614.82,2024-11-17 06:36:55,Payment,Bermuda,Congo,Ten final week drive.,False
T000393,E0259,E0301,587.52,2024-06-19 08:11:14,Payment,Sierra Leone,Hong Kong,Protect which job environmental ten.,False
T000394,E0489,E0741,785.83,2024-08-05 13:22:50,Wire Transfer,Ghana,French Polynesia,Wire Transfer #394,False
T000395,E0707,E0213,268.41,2024-11-25 01:09:30,Payment,Costa Rica,Trinidad and Tobago,Sense shoulder event fine study than.,False
T000396,E0613,E0498,3314.38,2024-02-19 18:47:36,Wire Transfer,Cyprus,Sudan,Wire Transfer #396,False
T000397,E0731,E0572,706.05,2024-12-01 18:32:09,Payment,Iran,Tanzania,Wish economic project meeting.,False
T000398,E0758,E0209,677.16,2024-02-05 07:38:46,Payment,Micronesia,Saint Helena,Report learn authority.,False
T000399,E0235,E0606,1142.35,2024-03-26 11:30:53,Wire Transfer,Palestinian Territory,Russian Federation,Wire Transfer #399,False
T000400,E0159,E0149,174.29,2024-01-13 09:46:19,Cash Deposit,Burundi,Cambodia,Cash Deposit #400,False
T000401,E0263,E0696,426.07,2024-12-24 19:07:29,Payment,Bouvet Island (Bouvetoya),Palau,City authority common.,False
T000402,E0682,E0179,387.46,2024-02-21 18:38:55,Cash Deposit,Dominica,Colombia,Cash Deposit #402,False
T000403,E0293,E0560,1870.33,2024-09-11 09:10:12,Wire Transfer,Tanzania,Japan,Wire Transfer #403,False
T000404,E0698,E0173,1867.3,2024-07-14 04:22:34,Payment,French Southern Territories,Iran,Guy certain debate sister our.,False
T000405,E0959,E0021,293.37,2024-01-13 20:26:15,Wire Transfer,Tokelau,Saint Pierre and Miquelon,Wire Transfer #405,False
T000406,E0659,E0814,76.72,2024-06-14 13:08:52,Cash Deposit,Sri Lanka,Japan,Cash Deposit #406,False
T000407,E0158,E0658,4964.77,2024-11-29 15:06:55,Wire Transfer,Saint Martin,Falkland Islands (Malvinas),Wire Transfer #407,False
T000408,E0382,E0540,488.71,2024-09-08 14:06:33,Payment,Saint Pierre and Miquelon,Sao Tome and Principe,Into time color movement.,False
T000409,E0170,E0198,153.45,2024-04-15 01:45:21,Wire Transfer,French Polynesia,Israel,Wire Transfer #409,False
