Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Transaction_Type,Sender_Country,Receiver_Country,Description,Suspicious_Flag
T000225,E0677,E0474,29.85,2024-02-13 01:12:24,Cash Deposit,Guernsey,Bahrain,Cash Deposit #225,False
T000226,E0444,E0308,445.51,2024-05-29 22:27:32,Wire Transfer,Dominican Republic,Holy See (Vatican City State),Wire Transfer #226,False
T000227,E0257,E0423,10.0,2024-03-23 17:22:25,Payment,Pakistan,Madagascar,Else explain popular speak other PM.,False
T000228,E0842,E0148,551.32,2024-03-27 03:53:51,Cash Deposit,Canada,Venezuela,Cash Deposit #228,False
T000229,E0054,E0215,1202.09,2024-02-28 14:49:47,Cash Deposit,Honduras,Lithuania,Cash Deposit #229,False
T000230,E0619,E0696,4268.15,2024-05-27 02:38:34,Payment,Uzbekistan,Pakistan,Today social become.,False
T000231,E0828,E0709,110.35,2024-08-23 00:51:21,Payment,Burkina Faso,Korea,Expect the keep attention score work.,False
T000232,E0592,E0260,1501.3,2024-01-20 05:19:02,Cash Deposit,Nigeria,Marshall Islands,Cash Deposit #232,False
T000233,E0504,E0591,159.26,2024-11-04 05:45:09,Cash Deposit,Northern Mariana Islands,Luxembourg,Cash Deposit #233,False
T000234,E0684,E0527,2204.79,2024-06-08 05:53:06,Cash Deposit,Pakistan,Niger,Cash Deposit #234,False
T000235,E0005,E0534,189.93,2024-11-18 08:33:00,Cash Deposit,Venezuela,Israel,Cash Deposit #235,False
T000236,E0736,E0159,16080.14,2024-05-19 13:00:40,Wire Transfer,Serbia,Palestinian Territory,Wire Transfer #236,False
T000237,E0424,E0331,80.28,2024-01-20 06:32:34,Cash Deposit,Niue,French Southern Territories,Cash Deposit #237,False
T000238,E0482,E0564,3941.99,2024-05-27 16:31:45,Cash Deposit,Poland,Poland,Cash Deposit #238,False
T000239,E0349,E0615,1298.41,2024-11-18 20:12:46,Wire Transfer,French Guiana,Latvia,Wire Transfer #239,False
T000240,E0344,E0077,337.44,2024-05-02 23:46:14,Wire Transfer,Cote d'Ivoire,Bahamas,Wire Transfer #240,False
T000241,E0899,E0060,1125.39,2024-07-05 07:13:22,Cash Deposit,Cambodia,Pakistan,Cash Deposit #241,False
T000242,E0798,E0347,311.48,2024-11-11 15:20:23,Cash Deposit,Vanuatu,Latvia,Cash Deposit #242,False
T000243,E0697,E0782,552.65,2024-03-11 17:23:55,Cash Deposit,Peru,Denmark,Cash Deposit #243,False
T000244,E0297,E0385,177.36,2024-01-27 00:29:12,Wire Transfer,Guernsey,Bhutan,Wire Transfer #244,False
T000245,E0457,E0304,361.76,2024-08-08 19:08:00,Payment,Honduras,Czech Republic,Large prevent own according television.,False
T000246,E0608,E0272,529.41,2024-11-29 23:20:56,Cash Deposit,United States Minor Outlying Islands,Cuba,Cash Deposit #246,False
T000247,E0640,E0349,1434.88,2024-01-25 12:47:55,Wire Transfer,Hungary,French Guiana,Wire Transfer #247,False
T000248,E0626,E0009,1401.74,2024-06-17 22:55:34,Payment,Kenya,Faroe Islands,Level individual someone position director.,False
T000249,E0511,E0903,111.19,2024-05-30 04:07:39,Payment,Montserrat,Bhutan,Sit tonight success quality.,False
T000250,E0983,E0092,3958.58,2024-03-14 14:12:29,Wire Transfer,North Macedonia,Angola,Wire Transfer #250,False
T000251,E0892,E0988,3184.66,2024-04-07 07:20:50,Payment,Cote d'Ivoire,Mali,Officer teach main experience establish time.,False
T000252,E0993,E0969,2256.62,2024-09-05 14:48:00,Cash Deposit,Uganda,Jersey,Cash Deposit #252,False
T000253,E0277,E0978,176.47,2024-10-12 07:14:33,Wire Transfer,Serbia,Austria,Wire Transfer #253,False
T000254,E0503,E0227,10.0,2024-09-10 12:22:50,Cash Deposit,France,Equatorial Guinea,Cash Deposit #254,False
T000255,E0224,E0760,72.14,2024-04-06 09:17:58,Wire Transfer,Chad,Solomon Islands,Wire Transfer #255,False
T000256,E0077,E0174,1222.96,2024-09-18 08:51:55,Payment,Bahamas,Timor-Leste,Eye law section model most.,False
T000257,E0708,E0631,4938.79,2024-09-21 01:08:33,Payment,Singapore,Libyan Arab Jamahiriya,Peace per how far million must.,False
T000258,E0431,E0812,203.67,2024-10-12 13:28:29,Payment,Yemen,Guernsey,Environmental strategy begin its.,False
T000259,E0295,E0956,10313.69,2024-11-02 02:18:08,Cash Deposit,Greece,Tonga,Cash Deposit #259,False
T000260,E0039,E0997,2938.07,2024-02-25 17:23:28,Cash Deposit,Croatia,Lesotho,Cash Deposit #260,False
T000261,E0133,E0276,228.04,2024-10-30 01:16:14,Wire Transfer,United Kingdom,Ethiopia,Wire Transfer #261,False
T000262,E0508,E0976,92.31,2024-01-09 08:19:37,Payment,Chad,Bouvet Island (Bouvetoya),Recognize hope show young move business.,False
T000263,E0500,E0355,2826.37,2024-09-14 17:17:16,Wire Transfer,Lithuania,Bahamas,Wire Transfer #263,False
T000264,E0050,E0484,847.91,2024-06-07 15:13:17,Wire Transfer,French Polynesia,Bahamas,Wire Transfer #264,False
T000265,E0258,E0742,442.71,2024-05-10 03:17:35,Cash Deposit,Czech Republic,Libyan Arab Jamahiriya,Cash Deposit #265,False
T000266,E0819,E0257,329.18,2024-08-31 22:56:33,Wire Transfer,Saint Kitts and Nevis,Pakistan,Wire Transfer #266,False
T000267,E0969,E0190,280.27,2024-03-15 06:43:02,Payment,Jersey,Nepal,Difficult meeting future well talk.,False
T000268,E0718,E0897,120.62,2024-05-05 22:48:44,Cash Deposit,Barbados,Tuvalu,Cash Deposit #268,False
T000269,E0051,E0119,149.81,2024-10-07 10:24:17,Cash Deposit,Montserrat,Dominican Republic,Cash Deposit #269,False
T000270,E0508,E0456,3719.05,2024-05-24 21:37:31,Cash Deposit,Chad,Ethiopia,Cash Deposit #270,False
T000271,E0638,E0208,126.34,2024-08-28 02:56:41,Payment,Jersey,Bouvet Island (Bouvetoya),Specific institution order apply.,False
T000272,E0518,E0021,328.68,2024-04-03 02:50:29,Cash Deposit,Cambodia,Poland,Cash Deposit #272,False
T000273,E0373,E0534,105.9,2024-08-31 14:15:56,Payment,Serbia,Israel,Actually coach you rule.,False
T000274,E0083,E0961,116.89,2024-05-11 11:07:27,Wire Transfer,Niue,Malaysia,Wire Transfer #274,False
T000275,E0406,E0884,490.32,2024-07-29 12:42:06,Payment,Martinique,Bulgaria,Goal sense low former take third.,False
T000276,E0327,E0081,111.9,2024-06-09 01:25:41,Cash Deposit,United States of America,Taiwan,Cash Deposit #276,False
T000277,E0821,E0667,89.6,2024-09-21 06:14:44,Payment,Senegal,Iran,Watch really pretty.,False
T000278,E0381,E0984,573.59,2024-05-25 18:10:03,Wire Transfer,Mongolia,Lebanon,Wire Transfer #278,False
T000279,E0722,E0791,56.06,2024-08-11 22:51:32,Cash Deposit,Algeria,Greenland,Cash Deposit #279,False
T000280,E0740,E0054,1546.1,2024-06-29 21:08:02,Wire Transfer,Sao Tome and Principe,Honduras,Wire Transfer #280,False
T000281,E0019,E0101,737.16,2024-10-29 12:36:03,Wire Transfer,Sweden,Maldives,Wire Transfer #281,False
T000282,E0943,E0706,177.79,2024-07-15 03:29:46,Payment,Isle of Man,Ireland,And miss beautiful.,False
T000283,E0816,E0908,13274.68,2024-12-05 09:53:11,Cash Deposit,Russian Federation,Netherlands Antilles,Cash Deposit #283,False
T000284,E0846,E0244,6024.31,2024-05-11 08:15:11,Wire Transfer,Israel,Equatorial Guinea,Wire Transfer #284,False
T000285,E0610,E0948,57.44,2024-01-13 22:40:54,Wire Transfer,Burkina Faso,Northern Mariana Islands,Wire Transfer #285,False
T000286,E0831,E0227,240.74,2024-05-27 15:22:31,Payment,Romania,Equatorial Guinea,Defense person maybe few first.,False
T000287,E0134,E0098,560.82,2024-06-12 09:46:53,Wire Transfer,Saint Lucia,Senegal,Wire Transfer #287,False
T000288,E0675,E0745,872.21,2024-04-04 08:05:14,Wire Transfer,Ukraine,Saint Vincent and the Grenadines,Wire Transfer #288,False
T000289,E0613,E0919,2903.61,2024-06-10 10:39:57,Cash Deposit,Niue,Serbia,Cash Deposit #289,False
T000290,E0218,E0485,408.21,2024-02-11 09:54:42,Payment,Mali,Cameroon,Offer for apply fire song past.,False
T000291,E0961,E0086,1141.96,2024-06-03 14:58:10,Wire Transfer,Malaysia,Jamaica,Wire Transfer #291,False
T000292,E0125,E0331,210.47,2024-08-18 13:40:03,Wire Transfer,Namibia,French Southern Territories,Wire Transfer #292,False
T000293,E0978,E0876,1275.83,2024-12-25 09:40:44,Wire Transfer,Austria,Lao People's Democratic Republic,Wire Transfer #293,False
T000294,E0482,E0553,118.9,2024-12-18 06:07:20,Wire Transfer,Poland,Tuvalu,Wire Transfer #294,False
T000295,E0922,E0170,71.92,2024-06-23 08:04:00,Cash Deposit,Togo,Vanuatu,Cash Deposit #295,False
T000296,E0981,E0044,255.82,2024-02-20 05:51:51,Cash Deposit,Belgium,Saint Helena,Cash Deposit #296,False
T000297,E0828,E0401,150.13,2024-11-28 00:06:20,Cash Deposit,Burkina Faso,Isle of Man,Cash Deposit #297,False
T000298,E0456,E0881,401.82,2024-10-02 02:58:27,Wire Transfer,Ethiopia,Egypt,Wire Transfer #298,False
T000299,E0751,E0337,111.25,2024-11-23 13:00:23,Payment,South Africa,Guinea,Science even left white individual board.,False
T000300,E0424,E0294,61.4,2024-09-24 15:31:38,Payment,Niue,Northern Mariana Islands,Speak of wall.,False
T000301,E0139,E0979,104.33,2024-08-24 11:40:56,Wire Transfer,Jordan,Samoa,Wire Transfer #301,False
T000302,E0787,E0582,554.41,2024-03-30 20:45:44,Wire Transfer,Seychelles,Germany,Wire Transfer #302,False
T000303,E0937,E0837,435.92,2024-04-05 14:32:44,Payment,Slovakia (Slovak Republic),Rwanda,Often than believe one training.,False
T000304,E0035,E0790,361.99,2024-08-23 07:50:04,Wire Transfer,Burkina Faso,Uzbekistan,Wire Transfer #304,False
T000305,E0490,E0001,1838.89,2024-09-11 00:12:07,Payment,Iceland,Oman,Type which today hundred.,False
T000306,E0801,E0313,1825.9,2024-12-08 05:33:30,Payment,Antigua and Barbuda,Denmark,Laugh know in over.,False
T000307,E0718,E0044,449.49,2024-08-01 07:35:13,Payment,Barbados,Saint Helena,Person number human.,False
T000308,E0069,E0162,287.35,2024-02-11 09:17:45,Payment,Japan,Saint Barthelemy,Sport way American nearly.,False
T000309,E0936,E0124,532.46,2024-08-24 23:40:02,Cash Deposit,Taiwan,Dominica,Cash Deposit #309,False
T000310,E0087,E0266,1363.41,2024-02-29 08:01:12,Cash Deposit,Barbados,Brazil,Cash Deposit #310,False
T000311,E0752,E0406,1113.08,2024-07-20 20:28:34,Wire Transfer,Grenada,Martinique,Wire Transfer #311,False
T000312,E0982,E0222,159.84,2024-07-22 07:27:42,Wire Transfer,Germany,Azerbaijan,Wire Transfer #312,False
T000313,E0984,E0621,217.83,2024-10-10 19:01:07,Cash Deposit,Lebanon,Bhutan,Cash Deposit #313,False
T000314,E0925,E0736,125.26,2024-06-07 17:36:39,Cash Deposit,Madagascar,Serbia,Cash Deposit #314,False
T000315,E0150,E0904,70.75,2024-09-29 16:24:04,Cash Deposit,Sudan,Singapore,Cash Deposit #315,False
T000316,E0595,E0728,207.98,2024-01-08 07:05:01,Payment,Saint Martin,Seychelles,Fear pick task system image since.,False
T000317,E0462,E0717,808.28,2024-11-09 05:04:50,Cash Deposit,Bahrain,Grenada,Cash Deposit #317,False
T000318,E0555,E0520,206.82,2024-11-17 19:45:36,Wire Transfer,Afghanistan,Mexico,Wire Transfer #318,False
T000319,E0886,E0228,4450.5,2024-08-13 05:26:46,Wire Transfer,Northern Mariana Islands,French Guiana,Wire Transfer #319,False
T000320,E0065,E0803,349.37,2024-04-23 19:06:29,Payment,Turkmenistan,Samoa,Model quickly marriage leave able.,False
T000321,E0713,E0580,192.97,2024-07-17 19:03:25,Cash Deposit,Senegal,Hungary,Cash Deposit #321,False
T000322,E0729,E0343,362.1,2024-09-26 03:14:11,Cash Deposit,Lebanon,Cote d'Ivoire,Cash Deposit #322,False
T000323,E0865,E0345,330.93,2024-01-18 15:29:51,Wire Transfer,Chad,Saint Pierre and Miquelon,Wire Transfer #323,False
T000324,E0908,E0623,2231.37,2024-05-15 05:18:06,Payment,Netherlands Antilles,Yemen,About source last whom several.,False
T000325,E0043,E0339,607.06,2024-10-28 20:14:00,Cash Deposit,Norfolk Island,South Africa,Cash Deposit #325,False
T000326,E0490,E0923,25.16,2024-12-30 23:57:50,Wire Transfer,Iceland,France,Wire Transfer #326,False
T000327,E0143,E0043,519.05,2024-08-08 16:20:32,Payment,Senegal,Norfolk Island,Main lose political.,False
T000328,E0008,E0664,222.91,2024-07-17 07:56:44,Wire Transfer,Israel,Guyana,Wire Transfer #328,False
T000329,E0003,E0784,201.18,2024-09-23 23:39:35,Wire Transfer,Canada,Japan,Wire Transfer #329,False
T000330,E0492,E0186,421.53,2024-03-14 22:24:00,Cash Deposit,Nigeria,Monaco,Cash Deposit #330,False
T000331,E0432,E0224,104.18,2024-04-21 10:06:09,Cash Deposit,North Macedonia,Chad,Cash Deposit #331,False
T000332,E0588,E0889,1481.83,2024-02-16 07:10:04,Wire Transfer,Aruba,Iraq,Wire Transfer #332,False
T000333,E0151,E0519,991.72,2024-12-23 22:24:24,Payment,South Africa,Falkland Islands (Malvinas),Player care figure.,False
T000334,E0771,E0221,774.44,2024-11-25 11:36:56,Wire Transfer,Afghanistan,Bosnia and Herzegovina,Wire Transfer #334,False
T000335,E0234,E0839,1815.8,2024-07-08 09:53:01,Wire Transfer,Tajikistan,Sweden,Wire Transfer #335,False
T000336,E0163,E0510,581.08,2024-11-12 20:51:57,Wire Transfer,Argentina,Guam,Wire Transfer #336,False
T000337,E0330,E0457,290.03,2024-01-03 04:53:19,Wire Transfer,United States Virgin Islands,Honduras,Wire Transfer #337,False
T000338,E0215,E0692,227.77,2024-10-11 03:34:18,Payment,Lithuania,Tonga,Try time letter.,False
T000339,E0607,E0151,522.61,2024-06-23 19:00:24,Cash Deposit,Tanzania,South Africa,Cash Deposit #339,False
T000340,E0438,E0874,819.84,2024-02-09 22:34:17,Wire Transfer,Kiribati,Poland,Wire Transfer #340,False
T000341,E0765,E0237,63.86,2024-03-06 14:25:32,Wire Transfer,Czech Republic,Palestinian Territory,Wire Transfer #341,False
T000342,E0689,E0528,70.86,2024-10-21 21:34:25,Wire Transfer,Grenada,Madagascar,Wire Transfer #342,False
T000343,E0347,E0435,112.06,2024-12-19 07:29:01,Wire Transfer,Latvia,Niger,Wire Transfer #343,False
T000344,E0674,E0646,172.4,2024-02-20 20:18:35,Wire Transfer,Burundi,Morocco,Wire Transfer #344,False
T000345,E0632,E0773,284.46,2024-08-03 00:26:32,Payment,Macao,Kazakhstan,Local myself must none edge hold.,False
T000346,E0223,E0466,272.57,2024-06-19 19:13:33,Cash Deposit,Bermuda,Chile,Cash Deposit #346,False
T000347,E0701,E0441,549.37,2024-10-08 10:11:11,Cash Deposit,Namibia,Norfolk Island,Cash Deposit #347,False
T000348,E0721,E0678,63.96,2024-01-22 14:24:27,Wire Transfer,Mexico,Venezuela,Wire Transfer #348,False
T000349,E0821,E0552,138.14,2024-07-04 18:16:14,Cash Deposit,Senegal,Malaysia,Cash Deposit #349,False
T000350,E0873,E0900,235.38,2024-11-11 04:27:22,Payment,Tajikistan,Russian Federation,Campaign fear election end.,False
T000351,E0690,E0741,6560.59,2024-05-18 14:48:44,Cash Deposit,Equatorial Guinea,Jamaica,Cash Deposit #351,False
T000352,E0749,E0835,63.74,2024-06-27 16:30:26,Cash Deposit,French Southern Territories,Wallis and Futuna,Cash Deposit #352,False
T000353,E0108,E0486,313.19,2024-02-07 06:14:56,Wire Transfer,Canada,Saint Helena,Wire Transfer #353,False
T000354,E0411,E0158,298.05,2024-05-24 12:10:14,Payment,French Guiana,Suriname,Name paper create.,False
T000355,E0386,E0793,49.39,2024-05-08 05:58:40,Payment,Northern Mariana Islands,Switzerland,Beyond develop military occur people region.,False
T000356,E0978,E0723,692.73,2024-03-30 21:45:45,Cash Deposit,Austria,Burkina Faso,Cash Deposit #356,False
T000357,E0270,E0796,2065.69,2024-10-27 15:36:05,Wire Transfer,Timor-Leste,Cape Verde,Wire Transfer #357,False
T000358,E0299,E0312,780.74,2024-07-18 23:04:08,Cash Deposit,Luxembourg,Antigua and Barbuda,Cash Deposit #358,False
T000359,E0795,E0628,254.45,2024-06-19 12:42:59,Wire Transfer,North Macedonia,Jordan,Wire Transfer #359,False
T000360,E0869,E0984,179.51,2024-02-15 01:16:12,Payment,Qatar,Lebanon,Traditional maintain five manager.,False
T000361,E0996,E0095,1044.96,2024-03-18 09:54:13,Wire Transfer,Svalbard & Jan Mayen Islands,Christmas Island,Wire Transfer #361,False
T000362,E0070,E0602,673.76,2024-07-08 13:56:46,Payment,Mauritania,Guyana,Magazine very sport either.,False
T000363,E0372,E0549,856.79,2024-03-03 07:58:05,Payment,Saint Pierre and Miquelon,Tajikistan,Final whose who.,False
T000364,E0064,E0115,1693.96,2024-04-19 06:53:24,Cash Deposit,Slovenia,South Africa,Cash Deposit #364,False
T000365,E0038,E0619,11374.19,2024-07-02 01:19:26,Wire Transfer,Mexico,Uzbekistan,Wire Transfer #365,False
T000366,E0465,E0801,74.06,2024-06-20 13:19:21,Cash Deposit,Brunei Darussalam,Antigua and Barbuda,Cash Deposit #366,False
T000367,E0473,E0570,10738.2,2024-10-22 09:59:35,Wire Transfer,Poland,Mayotte,Wire Transfer #367,False
T000368,E0380,E0450,10674.88,2024-04-19 09:48:16,Payment,Colombia,Vanuatu,Meeting message teacher bag also.,False
T000369,E0392,E0626,509.27,2024-04-21 20:15:12,Payment,Vanuatu,Kenya,Idea however to.,False
T000370,E0461,E0417,1312.19,2024-10-10 08:51:41,Cash Deposit,Christmas Island,Angola,Cash Deposit #370,False
T000371,E0616,E0707,128.99,2024-05-04 05:59:55,Wire Transfer,Indonesia,Norway,Wire Transfer #371,False
T000372,E0403,E0879,217.92,2024-06-15 08:26:21,Cash Deposit,Vanuatu,New Caledonia,Cash Deposit #372,False
T000373,E0712,E0037,1109.59,2024-02-03 19:56:35,Cash Deposit,Greece,Seychelles,Cash Deposit #373,False
T000374,E0600,E0245,147.35,2024-10-13 11:10:28,Wire Transfer,South Georgia and the South Sandwich Islands,Brazil,Wire Transfer #374,False
T000375,E0867,E0730,1111.3,2024-04-25 00:26:21,Wire Transfer,Tuvalu,Hungary,Wire Transfer #375,False
T000376,E0652,E0028,3083.44,2024-06-23 06:47:58,Wire Transfer,Hungary,Belarus,Wire Transfer #376,False
T000377,E0034,E0642,472.16,2024-04-05 14:44:32,Payment,Macao,Finland,Night bag at memory find who.,False
T000378,E0083,E0461,12.41,2024-06-26 04:57:54,Cash Deposit,Niue,Christmas Island,Cash Deposit #378,False
T000379,E0168,E0435,228.97,2024-03-01 20:39:30,Payment,French Polynesia,Niger,Reality hard relationship make race low.,False
T000380,E0485,E0229,1491.23,2024-06-05 16:31:20,Cash Deposit,Cameroon,Cayman Islands,Cash Deposit #380,False
T000381,E0080,E0767,657.11,2024-04-21 02:55:49,Cash Deposit,Vietnam,Guinea,Cash Deposit #381,False
T000382,E0637,E0892,358.59,2024-05-20 10:47:20,Cash Deposit,Iceland,Cote d'Ivoire,Cash Deposit #382,False
T000383,E0384,E0689,710.81,2024-03-27 00:07:41,Wire Transfer,Belarus,Grenada,Wire Transfer #383,False
T000384,E0802,E0687,1335.37,2024-12-04 01:28:59,Payment,Canada,Trinidad and Tobago,Ready lose remain.,False
T000385,E0485,E0593,247.31,2024-08-09 18:11:58,Wire Transfer,Cameroon,Samoa,Wire Transfer #385,False
T000386,E0287,E0786,1183.05,2024-12-25 21:52:36,Cash Deposit,Russian Federation,Armenia,Cash Deposit #386,False
T000387,E0523,E0658,1762.05,2024-02-16 09:40:34,Cash Deposit,Martinique,Congo,Cash Deposit #387,False
T000388,E0304,E0946,3537.59,2024-07-16 06:52:05,Wire Transfer,Czech Republic,Azerbaijan,Wire Transfer #388,False
T000389,E0244,E0987,362.49,2024-03-11 09:08:56,Payment,Equatorial Guinea,Guinea-Bissau,Age people whole show.,False
T000390,E0457,E0744,2038.93,2024-04-25 00:29:17,Cash Deposit,Honduras,Korea,Cash Deposit #390,False
T000391,E0437,E0096,328.01,2024-10-10 08:31:52,Cash Deposit,Algeria,Jersey,Cash Deposit #391,False
T000392,E0888,E0846,102.45,2024-02-11 16:12:20,Cash Deposit,Croatia,Israel,Cash Deposit #392,False
T000393,E0916,E0477,2321.34,2024-09-26 18:13:04,Wire Transfer,Haiti,Saudi Arabia,Wire Transfer #393,False
T000394,E0516,E0139,194.44,2024-04-13 05:42:02,Cash Deposit,Chile,Jordan,Cash Deposit #394,False
T000395,E0688,E0654,1069.23,2024-08-25 03:01:49,Wire Transfer,Gambia,Marshall Islands,Wire Transfer #395,False
T000396,E0461,E0465,2041.68,2024-02-18 09:08:37,Cash Deposit,Christmas Island,Brunei Darussalam,Cash Deposit #396,False
T000397,E0234,E0564,1664.75,2024-07-20 07:52:45,Payment,Tajikistan,Poland,Teach democratic beyond.,False
T000398,E0153,E0092,451.57,2024-10-13 04:30:16,Payment,Costa Rica,Angola,Gun population morning.,False
T000399,E0970,E0072,554.14,2024-08-06 17:56:26,Wire Transfer,Belarus,Kazakhstan,Wire Transfer #399,False
T000400,E0250,E0613,1931.43,2024-02-04 13:50:50,Wire Transfer,Belgium,Niue,Wire Transfer #400,False
T000401,E0857,E0651,315.06,2024-11-21 13:34:02,Wire Transfer,Suriname,Honduras,Wire Transfer #401,False
T000402,E0218,E0568,86.62,2024-04-10 04:56:28,Payment,Mali,Madagascar,Level public anything mind police.,False
T000403,E0899,E0222,920.83,2024-12-28 22:58:11,Payment,Cambodia,Azerbaijan,Section increase tonight us.,False
T000404,E0094,E0943,656.39,2024-01-07 00:30:45,Payment,Vanuatu,Isle of Man,Society she week majority all image.,False
T000405,E0497,E0107,2191.88,2024-07-16 19:37:55,Payment,Bosnia and Herzegovina,Dominica,Evidence decide dog show garden.,False
T000406,E0982,E0190,1572.39,2024-06-02 06:30:13,Payment,Germany,Nepal,Level TV social.,False
T000407,E0934,E0104,14722.89,2024-12-04 04:46:57,Payment,Tonga,Tuvalu,Chance population style protect place spring.,False
T000408,E0927,E0281,170.68,2024-03-26 06:12:21,Cash Deposit,France,Tokelau,Cash Deposit #408,False
